"date";"precipitation_mm_d";"discharge_m3_d";"temperature";"snow_depth_m";"swe_jonas"
"2009-01-16";0;2875;-3.9;0.02;4.77696759212307
"2009-01-17";0;2873;-3.6;0.02;4.77696759212307
"2009-01-18";2;2873;-0.9;0.02;4.77696759212307
"2009-01-19";0;2871;3.5;0;0
"2009-01-20";0.6;2868;0.4;0;0
"2009-01-21";9.7;2864;0;0;0
"2009-01-22";2.3;2865;-0.2;0.03;7.18954880197049
"2009-01-23";5.9;2874;0.3;0.02;4.77696759212307
"2009-01-24";0;2897;1.6;0.01;2.3799741173137
"2009-01-25";0;2863;-1.3;0.01;2.3799741173137
"2009-01-26";0;2853;-3.1;0.01;2.3799741173137
"2009-01-27";8.6;2880;-2.2;0.01;2.3799741173137
"2009-01-28";25.1;2879;-1.9;0.19;47.6344665127136
"2009-01-29";3.8;2909;-2.6;0.33;85.6037679849547
"2009-01-30";0;2929;-3.5;0.3;77.2749528160858
"2009-01-31";0.2;2928;-4;0.28;71.7800482317282
"2009-02-01";0;2928;-4.4;0.28;71.7800482317282
"2009-02-02";0;2925;0.6;0.26;66.3316616930661
"2009-02-03";0;2930;2;0.22;55.5760014525654
"2009-02-04";0;2935;-2.1;0.2;50.2695986794241
"2009-02-05";0;2930;-1.8;0.19;47.6344665127136
"2009-02-06";0;2934;0.3;0.18;45.0114703478765
"2009-02-07";0;2970;5.3;0.16;39.8021803680304
"2009-02-08";22.4;2990;-0.2;0.14;34.6423672737242
"2009-02-09";1;2981;-1.7;0.2;50.2695986794241
"2009-02-10";1;2962;2.3;0.19;47.6344665127136
"2009-02-11";3.2;2957;0.4;0.17;42.4006826169067
"2009-02-12";7.1;2944;-2.1;0.2;50.2695986794241
"2009-02-13";0.8;2938;-3.5;0.28;71.7800482317282
"2009-02-14";4.3;2932;-2.4;0.27;69.0500171203997
"2009-02-15";1;2927;-5.2;0.28;71.7800482317282
"2009-02-16";3;2926;-3.1;0.27;69.0500171203997
"2009-02-17";23.7;2928;-2.3;0.37;96.8685849229284
"2009-02-18";1;2927;-6.6;0.37;96.8685849229284
"2009-02-19";1;2922;-6.1;0.39;102.568800539831
"2009-02-20";13;2920;-4.7;0.37;96.8685849229284
"2009-02-21";7;2918;-0.8;0.6;165.086550248486
"2009-02-22";42;2920;0.3;0.77;219.162620357412
"2009-02-23";27;3020;1;0.61;168.18282019909
"2009-02-24";17;3057;-0.6;0.67;186.983945059079
"2009-02-25";7;2989;-0.8;0.7;196.527374406398
"2009-02-26";3.9;2968;0.4;0.65;180.674454355419
"2009-02-27";23.9;3079;2.3;0.56;152.808607945558
"2009-02-28";6.5;3257;2.5;0.45;119.937587060271
"2009-03-01";0;3210;1.5;0.45;119.937587060271
"2009-03-02";5;3181;1.4;0.41;108.313868051556
"2009-03-03";1.9;3221;1.9;0.39;102.568800539831
"2009-03-04";0;3262;3.7;0.37;96.8685849229284
"2009-03-05";2.2;3330;3.5;0.34;88.4029332610612
"2009-03-06";2.1;3324;2.1;0.3;77.2749528160858
"2009-03-07";16.8;3346;1.1;0.27;69.0500171203997
"2009-03-08";0.1;3318;3.8;0.26;66.3316616930661
"2009-03-09";17.9;3389;2.4;0.21;52.9167985331132
"2009-03-10";0.5;3345;2.7;0.18;45.0114703478765
"2009-03-11";30.6;3423;1.2;0.16;39.8021803680304
"2009-03-12";14.9;3425;1.7;0.12;29.5327656301103
"2009-03-13";17;3603;3.9;0.1;24.4742379805676
"2009-03-14";0;3517;3.6;0.08;19.4678255498432
"2009-03-15";7.4;3529;3.8;0.06;14.5148358809741
"2009-03-16";0;3552;4.3;0;0
"2009-03-17";1.1;3514;4.1;0;0
"2009-03-18";0;3506;4.1;0;0
"2009-03-19";10.7;3470;0.7;0;0
"2009-03-20";3.9;3435;-1.4;0.09;21.9644432991828
"2009-03-21";1.9;3402;-1.5;0.09;21.9644432991828
"2009-03-22";0;3383;1.3;0.04;9.61701491815229
"2009-03-23";5.2;3392;4.9;0;0
"2009-03-24";15;3439;1.6;0;0
"2009-03-25";5.4;3405;-0.7;0.05;12.0588948726007
"2009-03-26";11.9;3419;1.7;0.03;7.18954880197049
"2009-03-27";5.1;3432;3.6;0;0
"2009-03-28";0;3448;7.5;0;0
"2009-03-29";15.8;3461;2.5;0;0
"2009-03-30";7.9;3469;1.6;0.05;12.0588948726007
"2009-03-31";0;3463;3.3;0;0
"2009-04-01";0;3466;7.6;0;0
"2009-04-02";0;3503;8.7;0;0
"2009-04-03";0;3510;9.6;0;0
"2009-04-04";0;3503;9.8;0;0
"2009-04-05";0;3487;10.3;0;0
"2009-04-06";0;3478;10.5;0;0
"2009-04-07";0;3460;11.9;0;0
"2009-04-08";3.3;3441;11.9;0;0
"2009-04-09";0;3424;12.2;0;0
"2009-04-10";0;3405;13.4;0;0
"2009-04-11";0;3385;13.4;0;0
"2009-04-12";0;3368;13.2;0;0
"2009-04-13";1;3350;10.4;0;0
"2009-04-14";0;3336;11.2;0;0
"2009-04-15";0;3326;12.4;0;0
"2009-04-16";0;3320;13.9;0;0
"2009-04-17";2.8;3308;9.6;0;0
"2009-04-18";0;3293;9.1;0;0
"2009-04-19";0;3280;10.2;0;0
"2009-04-20";0;3269;12.5;0;0
"2009-04-21";0;3261;11.3;0;0
"2009-04-22";0;3250;10.9;0;0
"2009-04-23";5;3243;7.9;0;0
"2009-04-24";0;3231;9;0;0
"2009-04-25";0;3225;11.9;0;0
"2009-04-26";0;3216;15.5;0;0
"2009-04-27";0;3208;16.8;0;0
"2009-04-28";1;3200;14.2;0;0
"2009-04-29";8.6;3194;8.7;0;0
"2009-04-30";14.2;3190;7.3;0;0
"2009-05-01";6.8;3181;10.5;0;0
"2009-05-02";0;3171;10.9;0;0
"2009-05-03";0;3160;11.7;0;0
"2009-05-04";5.4;3155;8.8;0;0
"2009-05-05";0.1;3147;8.2;0;0
"2009-05-06";11.4;3157;9.8;0;0
"2009-05-07";0;3150;12.8;0;0
"2009-05-08";0.8;3136;14.8;0;0
"2009-05-09";0;3127;15.8;0;0
"2009-05-10";0;3119;17.1;0;0
"2009-05-11";18;3112;16.4;0;0
"2009-05-12";5;3117;11.3;0;0
"2009-05-13";3;3105;8.9;0;0
"2009-05-14";5;3102;9.5;0;0
"2009-05-15";0;3102;9.6;0;0
"2009-05-16";2;3089;12.3;0;0
"2009-05-17";0;3083;15.2;0;0
"2009-05-18";41;3077;17.6;0;0
"2009-05-19";0;3120;15.1;0;0
"2009-05-20";0;3086;16.9;0;0
"2009-05-21";12;3077;18.8;0;0
"2009-05-22";2;3079;16.7;0;0
"2009-05-23";0;3064;16.6;0;0
"2009-05-24";0;3056;16.8;0;0
"2009-05-25";0;3050;20.4;0;0
"2009-05-26";0;3045;19.2;0;0
"2009-05-27";4;3038;12.7;0;0
"2009-05-28";14;3032;10.4;0;0
"2009-05-29";14;3053;7.4;0;0
"2009-05-30";30;3206;6.3;0;0
"2009-05-31";0;3232;9.4;0;0
"2009-06-01";12;3137;11.8;0;0
"2009-06-02";1;3121;11.4;0;0
"2009-06-03";0;3099;14.4;0;0
"2009-06-04";0;3080;10.5;0;0
"2009-06-05";0;3068;12;0;0
"2009-06-06";4;3061;14.3;0;0
"2009-06-07";0;3050;14.2;0;0
"2009-06-08";0;3040;15.7;0;0
"2009-06-09";0;3032;17.6;0;0
"2009-06-10";5;3026;14.5;0;0
"2009-06-11";4;3019;12.6;0;0
"2009-06-12";1;3012;13.8;0;0
"2009-06-13";0;3005;14.7;0;0
"2009-06-14";0;2998;16.9;0;0
"2009-06-15";0;2997;18.2;0;0
"2009-06-16";9;2994;15.9;0;0
"2009-06-17";0;2989;16;0;0
"2009-06-18";0;2984;18.7;0;0
"2009-06-19";24;2985;16.6;0;0
"2009-06-20";24;3101;11.4;0;0
"2009-06-21";1;3038;11.4;0;0
"2009-06-22";49;3086;10.4;0;0
"2009-06-23";85;3644;10.7;0;0
"2009-06-24";64;3860;12.2;0;0
"2009-06-25";4;3518;14.5;0;0
"2009-06-26";18;3354;16.1;0;0
"2009-06-27";2;3294;17.6;0;0
"2009-06-28";41;3445;15.9;0;0
"2009-06-29";18;3568;17.1;0;0
"2009-06-30";0;3389;18;0;0
"2009-07-01";1;3316;18.8;0;0
"2009-07-02";17;3278;17.9;0;0
"2009-07-03";17;3259;17.8;0;0
"2009-07-04";1;3274;18.5;0;0
"2009-07-05";1;3238;18.8;0;0
"2009-07-06";14;3297;16.7;0;0
"2009-07-07";4;3299;17.3;0;0
"2009-07-08";4;3245;15;0;0
"2009-07-09";0;3211;15.5;0;0
"2009-07-10";9;3196;13.2;0;0
"2009-07-11";0;3177;13.6;0;0
"2009-07-12";0;3163;15.6;0;0
"2009-07-13";1;3147;18.4;0;0
"2009-07-14";0;3133;21.9;0;0
"2009-07-15";2;3120;19.8;0;0
"2009-07-16";0;3108;21.2;0;0
"2009-07-17";7;3100;21.4;0;0
"2009-07-18";26;3150;12.1;0;0
"2009-07-19";4;3134;14.3;0;0
"2009-07-20";0;3118;14.8;0;0
"2009-07-21";0;3105;18.5;0;0
"2009-07-22";0;3093;22.3;0;0
"2009-07-23";5;3099;24.7;0;0
"2009-07-24";10;3014;18.2;0;0
"2009-07-25";11;3019;14.4;0;0
"2009-07-26";0;3006;14.8;0;0
"2009-07-27";0;2996;17.2;0;0
"2009-07-28";0;2988;16.9;0;0
"2009-07-29";0;3034;17.4;0;0
"2009-07-30";0.5;3109;19.3;0;0
"2009-07-31";0;3096;17.7;0;0
"2009-08-01";0;3088;18.7;0;0
"2009-08-02";9.5;3083;20.9;0;0
"2009-08-03";4;3080;16.7;0;0
"2009-08-04";71.1;3187;14.6;0;0
"2009-08-05";3.6;3313;16.1;0;0
"2009-08-06";0.1;3183;18.1;0;0
"2009-08-07";0;3138;17.8;0;0
"2009-08-08";0;3113;18.4;0;0
"2009-08-09";13;3113;17;0;0
"2009-08-10";25;3197;16.7;0;0
"2009-08-11";16;3453;17.4;0;0
"2009-08-12";0;3281;18.1;0;0
"2009-08-13";13.6;3215;16.2;0;0
"2009-08-14";1.6;3186;17;0;0
"2009-08-15";0;3161;18.3;0;0
"2009-08-16";0;3142;20.1;0;0
"2009-08-17";0;3129;20.8;0;0
"2009-08-18";0;3116;19.7;0;0
"2009-08-19";0;3104;18.9;0;0
"2009-08-20";0;3095;19.2;0;0
"2009-08-21";0.1;3087;21.1;0;0
"2009-08-22";29;3095;16.8;0;0
"2009-08-23";4;3103;14.7;0;0
"2009-08-24";0;3080;14.9;0;0
"2009-08-25";0;3069;19.4;0;0
"2009-08-26";14.3;3062;19.3;0;0
"2009-08-27";0;3060;19.3;0;0
"2009-08-28";0;3050;19.9;0;0
"2009-08-29";43.6;3151;13.5;0;0
"2009-08-30";0;3116;12.6;0;0
"2009-08-31";0;3081;14.2;0;0
"2009-09-01";0;3067;18;0;0
"2009-09-02";0;3057;18.4;0;0
"2009-09-03";11;3051;17.9;0;0
"2009-09-04";28;3095;13.6;0;0
"2009-09-05";8;3184;11.4;0;0
"2009-09-06";0;3116;10.7;0;0
"2009-09-07";0;3085;11.6;0;0
"2009-09-08";0;3070;12.7;0;0
"2009-09-09";0;3058;12.9;0;0
"2009-09-10";5;3048;14.7;0;0
"2009-09-11";57;3076;13.7;0;0
"2009-09-12";12;3471;13.2;0;0
"2009-09-13";2;3188;12.6;0;0
"2009-09-14";13;3152;11.1;0;0
"2009-09-15";0;3123;14;0;0
"2009-09-16";0;3098;15;0;0
"2009-09-17";8;3081;15.3;0;0
"2009-09-18";4;3080;15.5;0;0
"2009-09-19";0;3067;15;0;0
"2009-09-20";0;3053;15;0;0
"2009-09-21";0;3043;15.8;0;0
"2009-09-22";0;3033;15.4;0;0
"2009-09-23";0;3027;15;0;0
"2009-09-24";0;3021;15.1;0;0
"2009-09-25";4;3016;12;0;0
"2009-09-26";0;3018;10.7;0;0
"2009-09-27";0;3002;12.6;0;0
"2009-09-28";0;2994;12.9;0;0
"2009-09-29";0;2989;14.1;0;0
"2009-09-30";0;2999;13.4;0;0
"2009-10-01";0;2998;13.3;0;0
"2009-10-02";1;2974;11.4;0;0
"2009-10-03";0;2969;10;0;0
"2009-10-04";0;2965;10.5;0;0
"2009-10-05";0;2957;10.4;0;0
"2009-10-06";0;2954;15.5;0;0
"2009-10-07";0;2950;16.6;0;0
"2009-10-08";6;2945;17.8;0;0
"2009-10-09";2;2945;12.1;0;0
"2009-10-10";9;2941;11;0;0
"2009-10-11";3;2943;10.8;0;0
"2009-10-12";18;2971;7.2;0;0
"2009-10-13";6;2982;3.3;0;0
"2009-10-14";4;2965;1.2;0;0
"2009-10-15";0;2955;1.1;0;0
"2009-10-16";5;2948;2.3;0;0
"2009-10-17";23;3009;2.9;0;0
"2009-10-18";12;3055;2.2;0;0
"2009-10-19";0;3031;2.1;0;0
"2009-10-20";0;3000;0.8;0;0
"2009-10-21";0;2977;0.7;0;0
"2009-10-22";1;2966;3.7;0;0
"2009-10-23";0;2952;6.9;0;0
"2009-10-24";3;2946;7.1;0;0
"2009-10-25";0;2937;8.5;0;0
"2009-10-26";0;2932;8.4;0;0
"2009-10-27";1;2926;8.2;0;0
"2009-10-28";0;2923;5.3;0;0
"2009-10-29";2;2921;6.3;0;0
"2009-10-30";0;2915;4.1;0;0
"2009-10-31";0;2913;0.9;0;0
"2009-11-01";0;2942;1.1;0;0
"2009-11-02";9;2922;1.8;0;0
"2009-11-03";14;2972;3.4;0;0
"2009-11-04";5;2973;4.4;0;0
"2009-11-05";0;2956;3.4;0;0
"2009-11-06";3;2940;1.7;0;0
"2009-11-07";0;2935;3.9;0;0
"2009-11-08";2;2928;3.6;0;0
"2009-11-09";0;2928;4.5;0;0
"2009-11-10";2;2936;3.2;0;0
"2009-11-11";4;2918;3.6;0;0
"2009-11-12";0;2908;3.9;0;0
"2009-11-13";1;2904;6.9;0;0
"2009-11-14";0;2901;4.7;0;0
"2009-11-15";1;2899;6.7;0;0
"2009-11-16";0;2896;8;0;0
"2009-11-17";0;2893;10.2;0;0
"2009-11-18";2;2900;8.9;0;0
"2009-11-19";0;2903;5.8;0;0
"2009-11-20";0;2891;7;0;0
"2009-11-21";0;2895;5.1;0;0
"2009-11-22";0;2881;3.3;0;0
"2009-11-23";3;2880;7;0;0
"2009-11-24";5;2884;9.7;0;0
"2009-11-25";0;2904;7.5;0;0
"2009-11-26";0;2889;3.8;0;0
"2009-11-27";0;2900;4.4;0;0
"2009-11-28";2;2890;4.7;0;0
"2009-11-29";0;2894;7.4;0;0
"2009-11-30";0;2894;9.9;0;0
"2009-12-01";7;2891;3.2;0;0
"2009-12-02";0;2890;2;0;0
"2009-12-03";0;2887;-1.1;0;0
"2009-12-04";1;2864;-0.7;0;0
"2009-12-05";0;2855;1.1;0;0
"2009-12-06";0;2852;3.7;0;0
"2009-12-07";0;2849;4.9;0;0
"2009-12-08";16;2855;3.7;0;0
"2009-12-09";3;2882;3.5;0;0
"2009-12-10";2;2869;2.8;0;0
"2009-12-11";27;2940;2.6;0;0
"2009-12-12";4;2959;-1;0;0
"2009-12-13";1;2920;-3.7;0.05;12.0588948726007
"2009-12-14";0;2907;-5.7;0.04;9.61701491815229
"2009-12-15";0;2887;-5.1;0.03;7.18954880197049
"2009-12-16";1;2876;-5.9;0.03;7.18954880197049
"2009-12-17";1;2868;-6.3;0.06;14.5148358809741
"2009-12-18";0;2862;-7.9;0.1;24.4742379805676
"2009-12-19";4;2858;-11.3;0.07;16.9845570134858
"2009-12-20";1;2849;-12;0.14;34.6423672737242
"2009-12-21";3;2844;-4.5;0.22;55.5760014525654
"2009-12-22";0;2845;2.8;0.15;37.2160458595506
"2009-12-23";1;2854;3.1;0.1;24.4742379805676
"2009-12-24";0;2858;5.3;0.03;7.18954880197049
"2009-12-25";8;2896;8.1;0;0
"2009-12-26";0;2895;0.9;0;0
"2009-12-27";0;2877;-2.5;0;0
"2009-12-28";1;2870;1.3;0;0
"2009-12-29";1;2864;-1.5;0;0
"2009-12-30";1;2860;3.2;0;0
"2009-12-31";1;2857;3.6;0;0
"2010-01-01";2;2856;2.7;0;0
"2010-01-02";9;2854;-1.3;0;0
"2010-01-03";0;2851;-4.5;0.04;9.61701491815229
"2010-01-04";0;2846;-7;0.03;7.18954880197049
"2010-01-05";0;2845;-7;0.03;7.18954880197049
"2010-01-06";1;2843;-4.6;0.04;9.61701491815229
"2010-01-07";0;2832;-4;0.03;7.18954880197049
"2010-01-08";0;2830;-3.7;0.02;4.77696759212307
"2010-01-09";4;2831;-3.4;0.06;14.5148358809741
"2010-01-10";0;2825;-3;0.07;16.9845570134858
"2010-01-11";3;2822;-3.9;0.05;12.0588948726007
"2010-01-12";1;2821;-6.7;0.09;21.9644432991828
"2010-01-13";0;2822;-6.2;0.09;21.9644432991828
"2010-01-14";0;2818;-6;0.09;21.9644432991828
"2010-01-15";0;2806;-5.5;0.08;19.4678255498432
"2010-01-16";0;2807;-4.8;0.08;19.4678255498432
"2010-01-17";15;2809;-0.5;0.07;16.9845570134858
"2010-01-18";5;2837;1.4;0.05;12.0588948726007
"2010-01-19";0;2827;0.1;0.03;7.18954880197049
"2010-01-20";0;2826;-1.8;0.02;4.77696759212307
"2010-01-21";5;2818;-3;0.02;4.77696759212307
"2010-01-22";0;2813;-5.7;0.1;24.4742379805676
"2010-01-23";0;2811;-7.2;0.08;19.4678255498432
"2010-01-24";0;2808;-7.8;0.15;37.2160458595506
"2010-01-25";2;2805;-6.3;0.18;45.0114703478765
"2010-01-26";6;2796;-7.5;0.14;34.6423672737242
"2010-01-27";0;2794;-13.2;0.14;34.6423672737242
"2010-01-28";7;2796;-4;0.17;42.4006826169067
"2010-01-29";2;2793;-1;0.22;55.5760014525654
"2010-01-30";2;2789;-1.5;0.22;55.5760014525654
"2010-01-31";2;2786;-5;0.25;63.6250305341721
"2010-02-01";5;2783;-4.5;0.3;77.2749528160858
"2010-02-02";4;2781;-2.7;0.31;80.0397383484171
"2010-02-03";29;2797;-0.2;0.36;94.0353774089262
"2010-02-04";8;2823;0;0.37;96.8685849229284
"2010-02-05";0;2819;-1.4;0.25;63.6250305341721
"2010-02-06";8;2809;-1.1;0.26;66.3316616930661
"2010-02-07";4;2802;-3.7;0.27;69.0500171203997
"2010-02-08";0;2804;-6;0.31;80.0397383484171
"2010-02-09";0;2807;-7.5;0.29;74.5217084010768
"2010-02-10";5;2814;-6.7;0.28;71.7800482317282
"2010-02-11";2;2811;-6.5;0.35;91.2134818173445
"2010-02-12";1;2809;-5.5;0.36;94.0353774089262
"2010-02-13";0;2807;-5.1;0.34;88.4029332610612
"2010-02-14";0;2809;-5.4;0.34;88.4029332610612
"2010-02-15";0;2809;-4.9;0.32;82.8160234373657
"2010-02-16";0;2808;-5;0.31;80.0397383484171
"2010-02-17";0;2810;-3.5;0.3;77.2749528160858
"2010-02-18";0;2809;-0.9;0.29;74.5217084010768
"2010-02-19";2;2814;1.4;0.25;63.6250305341721
"2010-02-20";2;2839;0.8;0.21;52.9167985331132
"2010-02-21";0;2837;0.7;0.2;50.2695986794241
"2010-02-22";0;2870;2.8;0.19;47.6344665127136
"2010-02-23";0;2848;3.7;0.18;45.0114703478765
"2010-02-24";0;2862;2.9;0.17;42.4006826169067
"2010-02-25";0;2901;3.5;0.17;42.4006826169067
"2010-02-26";12;2979;4.8;0.15;37.2160458595506
"2010-02-27";0;3044;3.8;0.1;24.4742379805676
"2010-02-28";0;3006;7.5;0.02;4.77696759212307
"2010-03-01";0;3020;6.4;0;0
"2010-03-02";10;2992;1.6;0;0
"2010-03-03";0;2976;-0.7;0;0
"2010-03-04";1;2953;-0.9;0;0
"2010-03-05";7;2930;-3.9;0.08;19.4678255498432
"2010-03-06";9;2910;-4.1;0.05;12.0588948726007
"2010-03-07";0;2901;-6.8;0.18;45.0114703478765
"2010-03-08";0;2892;-8.4;0.12;29.5327656301103
"2010-03-09";0;2885;-7.3;0.11;26.9970574470697
"2010-03-10";0;2878;-4.3;0.12;29.5327656301103
"2010-03-11";3;2873;-2;0.13;32.0812395850033
"2010-03-12";3;2868;-1.2;0.14;34.6423672737242
"2010-03-13";3;2861;0.7;0.12;29.5327656301103
"2010-03-14";1;2861;1.8;0.09;21.9644432991828
"2010-03-15";12;2863;0.7;0.05;12.0588948726007
"2010-03-16";18;2939;2.5;0.04;9.61701491815229
"2010-03-17";2;3029;3.2;0.01;2.3799741173137
"2010-03-18";0;2993;3.9;0;0
"2010-03-19";0;2970;7.2;0;0
"2010-03-20";0;2979;9.6;0;0
"2010-03-21";4;2996;10.1;0;0
"2010-03-22";2;2999;7.7;0;0
"2010-03-23";0;2971;6.5;0;0
"2010-03-24";0;2954;9.2;0;0
"2010-03-25";0;2948;13.4;0;0
"2010-03-26";3;2940;13.3;0;0
"2010-03-27";4;2933;6.8;0;0
"2010-03-28";6;2923;5.7;0;0
"2010-03-29";1;2916;8.5;0;0
"2010-03-30";0;2908;11.8;0;0
"2010-03-31";9;2908;6.6;0;0
"2010-04-01";7;2901;4.6;0;0
"2010-04-02";4;2909;2;0;0
"2010-04-03";0;2904;6.1;0;0
"2010-04-04";4;2897;9;0;0
"2010-04-05";12;2933;5.1;0;0
"2010-04-06";0;2924;5.9;0;0
"2010-04-07";0;2910;5.1;0;0
"2010-04-08";0;2901;7.2;0;0
"2010-04-09";0;2893;9.1;0;0
"2010-04-10";9;2892;5.5;0;0
"2010-04-11";10;2895;2.1;0;0
"2010-04-12";2;2912;2.9;0;0
"2010-04-13";2;2906;5.4;0;0
"2010-04-14";23;2988;4.5;0;0
"2010-04-15";3;3018;6.5;0;0
"2010-04-16";0;2975;8.2;0;0
"2010-04-17";0;2950;8;0;0
"2010-04-18";0;2937;7.3;0;0
"2010-04-19";0;2926;10.1;0;0
"2010-04-20";1;2918;10;0;0
"2010-04-21";0;2911;9.6;0;0
"2010-04-22";0;2960;7.4;0;0
"2010-04-23";0;2888;6;0;0
"2010-04-24";0;2902;10.4;0;0
"2010-04-25";0;2897;12.3;0;0
"2010-04-26";0;2881;12.6;0;0
"2010-04-27";0;2881;11.7;0;0
"2010-04-28";0;2875;11;0;0
"2010-04-29";0;2875;13.5;0;0
"2010-04-30";0;2880;16.8;0;0
"2010-05-01";11;2866;15.3;0;0
"2010-05-02";0;2896;13.5;0;0
"2010-05-03";3;2844;10.3;0;0
"2010-05-04";1;2886;11;0;0
"2010-05-05";0;2872;8.9;0;0
"2010-05-06";2;2872;11.5;0;0
"2010-05-07";1;2836;8.5;0;0
"2010-05-08";6;2845;10.6;0;0
"2010-05-09";1;2849;11.1;0;0
"2010-05-10";3;2847;11.6;0;0
"2010-05-11";0;2834;14.6;0;0
"2010-05-12";8;2833;12.9;0;0
"2010-05-13";13;2822;11.4;0;0
"2010-05-14";5;2877;9.1;0;0
"2010-05-15";9;2833;7.2;0;0
"2010-05-16";7;2900;6.7;0;0
"2010-05-17";0;2944;11.1;0;0
"2010-05-18";4;2877;8.5;0;0
"2010-05-19";6;2872;7.8;0;0
"2010-05-20";11;2848;6.9;0;0
"2010-05-21";2;2923;10.1;0;0
"2010-05-22";8;2934;12.9;0;0
"2010-05-23";1;2917;13.1;0;0
"2010-05-24";0;2867;15.8;0;0
"2010-05-25";0;2877;17.4;0;0
"2010-05-26";4;2873;17.2;0;0
"2010-05-27";2;2866;13.6;0;0
"2010-05-28";1;2858;15.2;0;0
"2010-05-29";7;2852;14.6;0;0
"2010-05-30";8;2859;13;0;0
"2010-05-31";11;2874;8.7;0;0
"2010-06-01";10;2834;9.1;0;0
"2010-06-02";74;3243;9.2;0;0
"2010-06-03";15;3440;11.3;0;0
"2010-06-04";27;3343;13.4;0;0
"2010-06-05";0;3188;15.4;0;0
"2010-06-06";0;3124;17.6;0;0
"2010-06-07";0;3089;18.6;0;0
"2010-06-08";0;3061;19.4;0;0
"2010-06-09";0;3073;21;0;0
"2010-06-10";0;3106;23.8;0;0
"2010-06-11";0;2986;22.7;0;0
"2010-06-12";6;2999;20.9;0;0
"2010-06-13";29;2966;17.1;0;0
"2010-06-14";0;2976;15.5;0;0
"2010-06-15";15;2948;14.2;0;0
"2010-06-16";16;3079;12.2;0;0
"2010-06-17";0;3073;14.9;0;0
"2010-06-18";4;3032;14.9;0;0
"2010-06-19";19;3046;12.4;0;0
"2010-06-20";26;3102;9;0;0
"2010-06-21";18;3251;9.1;0;0
"2010-06-22";0;3200;12;0;0
"2010-06-23";0;3150;14.1;0;0
"2010-06-24";0;3110;14.7;0;0
"2010-06-25";4;3087;16.5;0;0
"2010-06-26";0;3066;16.6;0;0
"2010-06-27";0;3037;17.3;0;0
"2010-06-28";0;3031;16.7;0;0
"2010-06-29";0;3091;18;0;0
"2010-06-30";0;3049;18.9;0;0
"2010-07-01";0;3014;20.3;0;0
"2010-07-02";0;3012;19.7;0;0
"2010-07-03";0;3004;21.3;0;0
"2010-07-04";6;2984;20.7;0;0
"2010-07-05";33;3043;18.1;0;0
"2010-07-06";20;3041;17.1;0;0
"2010-07-07";0;3025;15.2;0;0
"2010-07-08";0;3013;16;0;0
"2010-07-09";0;3066;18.5;0;0
"2010-07-10";0;2940;20.5;0;0
"2010-07-11";0;2954;21.5;0;0
"2010-07-12";0;3017;22.5;0;0
"2010-07-13";0;3043;22.1;0;0
"2010-07-14";0;2953;22.6;0;0
"2010-07-15";3;2954;23.8;0;0
"2010-07-16";0;3020;23.8;0;0
"2010-07-17";12;3010;21.6;0;0
"2010-07-18";4;3012;15.3;0;0
"2010-07-19";0;3001;16.5;0;0
"2010-07-20";0;2997;18.9;0;0
"2010-07-21";0;2994;21.3;0;0
"2010-07-22";0;2936;22.6;0;0
"2010-07-23";18;2992;19.7;0;0
"2010-07-24";20;2953;13.7;0;0
"2010-07-25";0;2934;14.6;0;0
"2010-07-26";3;2922;13.1;0;0
"2010-07-27";0;2909;14.6;0;0
"2010-07-28";1;2838;17.3;0;0
"2010-07-29";22;2928;14.5;0;0
"2010-07-30";27;3028;12.5;0;0
"2010-07-31";0;3002;14.9;0;0
"2010-08-01";0;2954;17.1;0;0
"2010-08-02";25;2941;19.1;0;0
"2010-08-03";14;3036;15.7;0;0
"2010-08-04";1;3014;15;0;0
"2010-08-05";2;2953;15.7;0;0
"2010-08-06";3;2909;14.7;0;0
"2010-08-07";38;2982;12.8;0;0
"2010-08-08";0;3170;16.6;0;0
"2010-08-09";2;3058;16.4;0;0
"2010-08-10";0;3009;17.1;0;0
"2010-08-11";0;2984;18.1;0;0
"2010-08-12";3;2975;19.1;0;0
"2010-08-13";9;3020;17.1;0;0
"2010-08-14";0;2892;18.3;0;0
"2010-08-15";0;2896;21.2;0;0
"2010-08-16";9;2902;14.5;0;0
"2010-08-17";1;2928;13.8;0;0
"2010-08-18";0;2921;14.9;0;0
"2010-08-19";0;2913;16.6;0;0
"2010-08-20";0;2965;17;0;0
"2010-08-21";0;2861;18.6;0;0
"2010-08-22";0;2843;20.6;0;0
"2010-08-23";7;2875;21.5;0;0
"2010-08-24";39;2868;17.9;0;0
"2010-08-25";0;2980;15.8;0;0
"2010-08-26";0;2928;19.3;0;0
"2010-08-27";6;2963;17.7;0;0
"2010-08-28";16;2890;13.8;0;0
"2010-08-29";0;2919;10.7;0;0
"2010-08-30";15;2909;9.1;0;0
"2010-08-31";16;3069;8.8;0;0
"2010-09-01";1;3037;11;0;0
"2010-09-02";1;2984;12.6;0;0
"2010-09-03";0;2956;12.3;0;0
"2010-09-04";2;2939;11.4;0;0
"2010-09-05";0;2927;10.5;0;0
"2010-09-06";0;2919;9;0;0
"2010-09-07";0;2913;9.5;0;0
"2010-09-08";0;2949;12.2;0;0
"2010-09-09";3;2857;13.1;0;0
"2010-09-10";0;2868;12.7;0;0
"2010-09-11";0;2880;13.3;0;0
"2010-09-12";0;2853;12.6;0;0
