"date";"precipitation_mm_d";"discharge_m3_d";"temperature";"snow_depth_m";"swe_jonas"
"2001-01-01";0;2869;-7.9;0;0
"2001-01-02";0.4;2867;-5.9;0;0
"2001-01-03";2.1;2861;-2.3;0;0
"2001-01-04";0.8;2866;-1.6;0;0
"2001-01-05";0;2868;0.1;0;0
"2001-01-06";0;2890;0.9;0;0
"2001-01-07";2.6;2919;0.6;0;0
"2001-01-08";21.7;2942;-0.4;0;0
"2001-01-09";0;2941;-0.6;0;0
"2001-01-10";0;2930;-3.1;0;0
"2001-01-11";6;2923;-0.6;0;0
"2001-01-12";0;2924;-1.1;0;0
"2001-01-13";0;2920;-6.5;0;0
"2001-01-14";0;2912;-9.7;0;0
"2001-01-15";0;2906;-9.8;0;0
"2001-01-16";0;2900;-9.8;0;0
"2001-01-17";0;2896;-8.8;0;0
"2001-01-18";0;2890;-6;0;0
"2001-01-19";0;2882;-6.6;0;0
"2001-01-20";0;2877;-2.9;0;0
"2001-01-21";1;2873;-2.7;0;0
"2001-01-22";0;2872;-3;0;0
"2001-01-23";0;2867;-3.1;0;0
"2001-01-24";2.8;2866;-1.6;0;0
"2001-01-25";0;2866;0.5;0;0
"2001-01-26";2.7;2889;1.6;0;0
"2001-01-27";0;2901;-0.1;0;0
"2001-01-28";0;2882;-1.3;0;0
"2001-01-29";0;2874;-3.2;0;0
"2001-01-30";5.4;2866;-1.1;0;0
"2001-01-31";6.7;2863;-1.1;0;0
"2001-02-01";6.7;2861;-2;0;0
"2001-02-02";5.4;2859;-3.6;0;0
"2001-02-03";18.8;2859;-2.2;0;0
"2001-02-04";9.7;3026;1.3;0;0
"2001-02-05";2.1;3052;1.6;0;0
"2001-02-06";0;3047;2.2;0;0
"2001-02-07";0;3053;1.1;0;0
"2001-02-08";0;3057;0.6;0;0
"2001-02-09";2.4;3054;1.8;0;0
"2001-02-10";0.1;3054;2.2;0;0
"2001-02-11";0;3048;0.2;0;0
"2001-02-12";0;3041;0.2;0;0
"2001-02-13";3;3031;1.5;0;0
"2001-02-14";0;3032;0.7;0;0
"2001-02-15";0;3015;-0.7;0;0
"2001-02-16";0;2999;-0.2;0;0
"2001-02-17";1.7;2988;0.6;0;0
"2001-02-18";0.5;2980;2.3;0;0
"2001-02-19";1.5;2978;1.7;0;0
"2001-02-20";6.5;2972;1.1;0;0
"2001-02-21";12.4;2966;1.8;0;0
"2001-02-22";5.2;3053;1.3;0;0
"2001-02-23";9.6;3039;0.1;0;0
"2001-02-24";0;3008;-2.9;0;0
"2001-02-25";0;2985;-5.1;0;0
"2001-02-26";1;2973;-3.2;0;0
"2001-02-27";0;2964;-2.7;0;0
"2001-02-28";0;2959;-0.7;0;0
"2001-03-01";0;2950;-0.3;0;0
"2001-03-02";0.1;2943;0.1;0;0
"2001-03-03";0;2945;3.6;0;0
"2001-03-04";5.7;2951;3.1;0;0
"2001-03-05";3;2975;3.1;0;0
"2001-03-06";0;2974;1.2;0;0
"2001-03-07";0;2970;1.8;0;0
"2001-03-08";0;2972;5.3;0;0
"2001-03-09";6.6;2977;5;0;0
"2001-03-10";3.4;2995;7.4;0;0
"2001-03-11";7;3006;8.6;0;0
"2001-03-12";2.5;3023;10;0;0
"2001-03-13";4.6;3009;6.6;0;0
"2001-03-14";5;2999;4.8;0;0
"2001-03-15";10.4;3027;5.9;0;0
"2001-03-16";0;3048;9.3;0;0
"2001-03-17";2.3;3034;6.9;0;0
"2001-03-18";1.8;3020;9.8;0;0
"2001-03-19";1.5;3002;6.2;0;0
"2001-03-20";7.1;2988;4.2;0;0
"2001-03-21";4.1;2999;2.7;0;0
"2001-03-22";7.1;3013;7.3;0;0
"2001-03-23";27.2;3039;9.5;0;0
"2001-03-24";0.7;3277;10.4;0;0
"2001-03-25";8.1;3167;8.4;0;0
"2001-03-26";1.7;3122;6;0;0
"2001-03-27";0;3092;1.2;0;0
"2001-03-28";0;3070;2.3;0;0
"2001-03-29";0;3057;4.7;0;0
"2001-03-30";4;3044;4.6;0;0
"2001-03-31";0;3028;6.9;0;0
"2001-04-01";0;3018;6.6;0;0
"2001-04-02";0;3012;8.3;0;0
"2001-04-03";0;3006;10.2;0;0
"2001-04-04";2.4;3002;11.3;0;0
"2001-04-05";1.1;2999;6.4;0;0
"2001-04-06";2.3;2989;5.4;0;0
"2001-04-07";8.2;2988;8.1;0;0
"2001-04-08";20.5;3016;4.7;0;0
"2001-04-09";1.8;3092;6.2;0;0
"2001-04-10";1;3047;6;0;0
"2001-04-11";21.5;3035;6.6;0;0
"2001-04-12";12.4;3189;6.4;0;0
"2001-04-13";2;3163;2.8;0;0
"2001-04-14";3.9;3106;0.2;0;0
"2001-04-15";15.4;3104;0.7;0;0
"2001-04-16";3.4;3194;4.9;0;0
"2001-04-17";1.2;3174;5;0;0
"2001-04-18";6.5;3143;7.1;0;0
"2001-04-19";5.8;3133;4.8;0;0
"2001-04-20";7.8;3131;3;0;0
"2001-04-21";3.1;3138;2.6;0;0
"2001-04-22";5.8;3133;2.8;0;0
"2001-04-23";0;3127;5.9;0;0
"2001-04-24";0;3111;8.3;0;0
"2001-04-25";0;3100;11.6;0;0
"2001-04-26";0.9;3086;9.7;0;0
"2001-04-27";0;3077;9.3;0;0
"2001-04-28";0;3071;11.2;0;0
"2001-04-29";0;3064;13.4;0;0
"2001-04-30";0;3054;16.8;0;0
"2001-05-01";0;3046;18.1;0;0
"2001-05-02";0;3042;17.3;0;0
"2001-05-03";0;3038;18.5;0;0
"2001-05-04";6.9;3040;14.2;0;0
"2001-05-05";0.4;3033;15.9;0;0
"2001-05-06";9.1;3032;13.2;0;0
"2001-05-07";4.6;3020;10.6;0;0
"2001-05-08";1.2;3020;10.3;0;0
"2001-05-09";0;3015;13.8;0;0
"2001-05-10";0;3010;12.5;0;0
"2001-05-11";0.8;3003;12.4;0;0
"2001-05-12";0;3001;13.6;0;0
"2001-05-13";0;2995;11.3;0;0
"2001-05-14";0;2993;14.4;0;0
"2001-05-15";16.7;2997;15.7;0;0
"2001-05-16";0;3012;15.7;0;0
"2001-05-17";6.5;2993;16.5;0;0
"2001-05-18";11.6;3000;11.4;0;0
"2001-05-19";0;2999;11.5;0;0
"2001-05-20";0;2987;11.9;0;0
"2001-05-21";0;2983;14.1;0;0
"2001-05-22";0;2977;13.5;0;0
"2001-05-23";0;2974;14.7;0;0
"2001-05-24";0.4;2972;15.4;0;0
"2001-05-25";0.7;2968;16.7;0;0
"2001-05-26";0;2966;16.3;0;0
"2001-05-27";0.6;2964;17.2;0;0
"2001-05-28";0;2960;20.4;0;0
"2001-05-29";0;2957;22.8;0;0
"2001-05-30";0;2952;21;0;0
"2001-05-31";3.6;2955;16.4;0;0
"2001-06-01";6;2943;11.7;0;0
"2001-06-02";7.6;2953;12.7;0;0
"2001-06-03";3.3;2953;8.4;0;0
"2001-06-04";4.5;2952;7.2;0;0
"2001-06-05";0;2947;11.6;0;0
"2001-06-06";10.6;2948;10.4;0;0
"2001-06-07";0;2953;14.6;0;0
"2001-06-08";1.5;2944;15.6;0;0
"2001-06-09";6.4;2945;14;0;0
"2001-06-10";9.7;2945;12.9;0;0
"2001-06-11";4.5;2959;9.6;0;0
"2001-06-12";0;2956;12.7;0;0
"2001-06-13";0;2946;15.5;0;0
"2001-06-14";3.6;2936;15.5;0;0
"2001-06-15";0;2931;16.8;0;0
"2001-06-16";11.6;2929;15.8;0;0
"2001-06-17";8.8;2949;13.7;0;0
"2001-06-18";11.8;2950;13.1;0;0
"2001-06-19";2.3;2982;13.9;0;0
"2001-06-20";0;2959;14.2;0;0
"2001-06-21";0.9;2945;17;0;0
"2001-06-22";0;2939;16.8;0;0
"2001-06-23";0;2930;15.9;0;0
"2001-06-24";0;2925;15.5;0;0
"2001-06-25";0;2923;17.2;0;0
"2001-06-26";0;2914;18.6;0;0
"2001-06-27";0;2910;19.5;0;0
"2001-06-28";6;2908;18.4;0;0
"2001-06-29";4.4;2910;18.5;0;0
"2001-06-30";3;2908;19.7;0;0
"2001-07-01";2;2905;16.9;0;0
"2001-07-02";0;2903;17.8;0;0
"2001-07-03";0;2904;16.6;0;0
"2001-07-04";0;2899;16.1;0;0
"2001-07-05";0;2900;17.6;0;0
"2001-07-06";0;2897;20.5;0;0
"2001-07-07";0.6;2899;23.1;0;0
"2001-07-08";2.6;2894;19.7;0;0
"2001-07-09";3.4;2896;17.4;0;0
"2001-07-10";0;2891;18.5;0;0
"2001-07-11";2;2889;18;0;0
"2001-07-12";1.1;2887;17.3;0;0
"2001-07-13";0;2885;18;0;0
"2001-07-14";0;2883;21.4;0;0
"2001-07-15";0;2880;23.3;0;0
"2001-07-16";3.8;2880;16.2;0;0
"2001-07-17";5.5;2880;13.1;0;0
"2001-07-18";3.1;2880;14.4;0;0
"2001-07-19";9.9;2878;17.2;0;0
"2001-07-20";48.2;2934;13.6;0;0
"2001-07-21";0;2967;14.1;0;0
"2001-07-22";0;2908;17.8;0;0
"2001-07-23";3.8;2891;18.3;0;0
"2001-07-24";6.1;2890;15.6;0;0
"2001-07-25";9.8;2893;15.9;0;0
"2001-07-26";0;2915;18.9;0;0
"2001-07-27";0;2898;19.8;0;0
"2001-07-28";0;2887;20.6;0;0
"2001-07-29";0;2881;20.6;0;0
"2001-07-30";0;2876;20.3;0;0
"2001-07-31";0;2873;20.9;0;0
"2001-08-01";0;2871;21.6;0;0
"2001-08-02";0.5;2869;20.7;0;0
"2001-08-03";0;2868;23;0;0
"2001-08-04";10.4;2865;19.4;0;0
"2001-08-05";0;2872;15.9;0;0
"2001-08-06";0;2865;17;0;0
"2001-08-07";0;2862;18.2;0;0
"2001-08-08";6.2;2860;18;0;0
"2001-08-09";7.8;2868;19.1;0;0
"2001-08-10";22;2884;14.3;0;0
"2001-08-11";0;2910;13.4;0;0
"2001-08-12";0;2879;13.9;0;0
"2001-08-13";0;2868;16.3;0;0
"2001-08-14";0;2860;19.7;0;0
"2001-08-15";0;2857;20.8;0;0
"2001-08-16";0;2853;21.9;0;0
"2001-08-17";5.1;2850;21.8;0;0
"2001-08-18";0;2854;20.7;0;0
"2001-08-19";3.5;2850;19;0;0
"2001-08-20";8.5;2849;18.3;0;0
"2001-08-21";4.8;2853;16.3;0;0
"2001-08-22";6.1;2853;17.4;0;0
"2001-08-23";2.7;2853;19.1;0;0
"2001-08-24";0;2861;18.7;0;0
"2001-08-25";0;2848;19.1;0;0
"2001-08-26";0;2845;19.7;0;0
"2001-08-27";0;2841;19.8;0;0
"2001-08-28";8.8;2852;16.2;0;0
"2001-08-29";0;2842;14;0;0
"2001-08-30";0;2843;13.5;0;0
"2001-08-31";16.9;2842;13;0;0
"2001-09-01";2.1;2863;12.5;0;0
"2001-09-02";1.9;2861;13.5;0;0
"2001-09-03";0;2856;14.2;0;0
"2001-09-04";16;2850;12.3;0;0
"2001-09-05";4.8;2913;11.3;0;0
"2001-09-06";14;2948;10.8;0;0
"2001-09-07";9.8;2934;11.1;0;0
"2001-09-08";14;2976;12.3;0;0
"2001-09-09";3.8;3076;8.7;0;0
"2001-09-10";4.7;2979;9.7;0;0
"2001-09-11";0.4;2940;9.6;0;0
"2001-09-12";14.6;2944;9.2;0;0
"2001-09-13";0;3020;11.4;0;0
"2001-09-14";9.3;2968;9.5;0;0
"2001-09-15";1.2;2967;9.3;0;0
"2001-09-16";7.4;2950;9.5;0;0
"2001-09-17";33.7;3004;8.6;0;0
"2001-09-18";0.4;3352;8;0;0
"2001-09-19";0;3110;8.8;0;0
"2001-09-20";0;3031;10.1;0;0
"2001-09-21";3.9;2993;11.6;0;0
"2001-09-22";0.2;2969;11.4;0;0
"2001-09-23";8.1;2957;10.8;0;0
"2001-09-24";2;2953;12.7;0;0
"2001-09-25";9.7;2945;12.8;0;0
"2001-09-26";0.2;2941;10.6;0;0
"2001-09-27";0;2939;10;0;0
"2001-09-28";0;2936;10.2;0;0
"2001-09-29";0;2925;11.5;0;0
"2001-09-30";8.9;2920;12.3;0;0
"2001-10-01";0;2925;13.6;0;0
"2001-10-02";0;2909;14.8;0;0
"2001-10-03";1.5;2905;13.8;0;0
"2001-10-04";0;2897;11.5;0;0
"2001-10-05";0;2890;10.8;0;0
"2001-10-06";0;2888;10.1;0;0
"2001-10-07";0.2;2884;10.7;0;0
"2001-10-08";0;2880;13.5;0;0
"2001-10-09";0;2873;13.6;0;0
"2001-10-10";0;2870;12.2;0;0
"2001-10-11";0;2866;11.5;0;0
"2001-10-12";0;2865;10.9;0;0
"2001-10-13";0;2861;10.9;0;0
"2001-10-14";0;2858;11.6;0;0
"2001-10-15";0;2858;10.7;0;0
"2001-10-16";0;2855;11.4;0;0
"2001-10-17";0;2853;11.9;0;0
"2001-10-18";0;2852;9.1;0;0
"2001-10-19";0;2848;9.6;0;0
"2001-10-20";0;2846;10.4;0;0
"2001-10-21";4.6;2847;10.6;0;0
"2001-10-22";3.7;2848;10.1;0;0
"2001-10-23";0.4;2843;9.2;0;0
"2001-10-24";5.6;2841;7.9;0;0
"2001-10-25";1.7;2842;8.7;0;0
"2001-10-26";0;2838;8.3;0;0
"2001-10-27";0.1;2833;4.7;0;0
"2001-10-28";1.9;2832;9.2;0;0
"2001-10-29";0;2830;11.3;0;0
"2001-10-30";0;2832;12.2;0;0
"2001-10-31";0;2832;9.4;0;0
"2001-11-01";0.2;2826;7.4;0;0
"2001-11-02";0;2826;6.2;0;0
"2001-11-03";0;2825;4.4;0;0
"2001-11-04";0;2826;2.7;0;0
"2001-11-05";0;2822;3.6;0;0
"2001-11-06";1.8;2820;4.6;0;0
"2001-11-07";15;2828;6.2;0;0
"2001-11-08";10.3;2918;7.2;0;0
"2001-11-09";0;2905;1.9;0;0
"2001-11-10";0;2864;-1.2;0;0
"2001-11-11";0;2852;-2.4;0;0
"2001-11-12";12.1;2851;-0.2;0;0
"2001-11-13";11.1;2853;-0.5;0;0
"2001-11-14";0;2848;-0.5;0;0
"2001-11-15";0;2844;-2.8;0;0
"2001-11-16";0;2840;-2.7;0;0
"2001-11-17";0;2836;-1.1;0;0
"2001-11-18";0;2836;-0.6;0;0
"2001-11-19";3;2828;-0.7;0;0
"2001-11-20";0;2823;0.5;0;0
"2001-11-21";0;2823;1.3;0;0
"2001-11-22";18.5;2828;1.1;0;0
"2001-11-23";3.2;2922;-0.9;0;0
"2001-11-24";2.3;2879;-0.6;0;0
"2001-11-25";6;2866;0.4;0;0
"2001-11-26";20.9;3001;1.8;0;0
"2001-11-27";2.8;3085;3.1;0;0
"2001-11-28";6;3009;2.7;0;0
"2001-11-29";6.2;2984;2.5;0;0
"2001-11-30";3.1;2999;1.1;0;0
"2001-12-01";0;2988;-0.7;0;0
"2001-12-02";0;2958;-1.6;0;0
"2001-12-03";0;2936;-2.5;0;0
"2001-12-04";10.4;2919;-2;0;0
"2001-12-05";14.3;2977;1.8;0;0
"2001-12-06";50.2;3230;3;0;0
"2001-12-07";1.6;3484;1;0;0
"2001-12-08";0;3226;-2.6;0;0
"2001-12-09";0;3144;-6.8;0;0
"2001-12-10";0.8;3102;-5.9;0;0
"2001-12-11";4.1;3071;-2.1;0;0
"2001-12-12";13.9;3046;-1;0;0
"2001-12-13";0.1;3021;-9.8;0;0
"2001-12-14";0;3001;-15.2;0;0
"2001-12-15";0.2;2986;-14;0;0
"2001-12-16";2;2965;-6.7;0;0
"2001-12-17";8.9;2955;-4.1;0;0
"2001-12-18";0;2945;-2.6;0;0
"2001-12-19";0;2934;-3;0;0
"2001-12-20";1.5;2925;-2.9;0;0
"2001-12-21";0.2;2916;-6.7;0;0
"2001-12-22";9.1;2907;-2.2;0;0
"2001-12-23";2.9;2900;-5.4;0;0
"2001-12-24";2.5;2892;-15.1;0;0
"2001-12-25";1.7;2888;-3.8;0;0
"2001-12-26";10.6;2880;-1;0;0
"2001-12-27";3.9;2875;-4.7;0;0
"2001-12-28";10.5;2870;-0.3;0;0
"2001-12-29";36.9;3450;2.6;0;0
"2001-12-30";1.1;3360;-1.1;0;0
"2001-12-31";1;3300;-3.5;0;0
"2002-01-01";1;3200;-5.2;0;0
"2002-01-02";1.9;3150;-3;0;0
"2002-01-03";0;3100;-8.3;0;0
"2002-01-04";0;3050;-13.4;0;0
"2002-01-05";0;3020;-11.9;0;0
"2002-01-06";0;3000;-11.5;0;0
"2002-01-07";0;2990;-5.3;0;0
"2002-01-08";0;2980;-4.6;0;0
"2002-01-09";0;2970;-5.7;0;0
"2002-01-10";0;2964;-7.3;0;0
"2002-01-11";0;2964;-9.5;0;0
"2002-01-12";1.5;2958;-6.9;0;0
"2002-01-13";6;2956;-3.1;0;0
"2002-01-14";0;2950;-3.9;0;0
"2002-01-15";0;2948;-5.6;0;0
"2002-01-16";0;2941;-7.3;0;0
"2002-01-17";0;2936;-4.6;0;0
"2002-01-18";0;2934;-6.5;0;0
"2002-01-19";5.4;2929;-3.3;0;0
"2002-01-20";3.8;2930;1.4;0;0
"2002-01-21";2.8;3024;4.2;0;0
"2002-01-22";0;3132;1.8;0;0
"2002-01-23";0;3078;1.2;0;0
"2002-01-24";0;3060;0.4;0;0
"2002-01-25";3.9;3114;3.4;0;0
"2002-01-26";0;3122;1.6;0;0
"2002-01-27";8.4;3153;3.9;0;0
"2002-01-28";0;3393;11.1;0;0
"2002-01-29";0;3251;5.9;0;0
"2002-01-30";0;3166;1.1;0;0
"2002-01-31";0;3120;4.1;0;0
"2002-02-01";0;3101;4.5;0;0
"2002-02-02";0;3079;1.4;0;0
"2002-02-03";0;3069;-0.6;0;0
"2002-02-04";0;3057;-0.1;0;0
"2002-02-05";0;3048;0.6;0;0
"2002-02-06";1.6;3044;0.8;0;0
"2002-02-07";2.5;3029;1.7;0;0
"2002-02-08";2.3;3022;2.8;0;0
"2002-02-09";7.3;3023;4.3;0;0
"2002-02-10";12.3;3045;4.5;0;0
"2002-02-11";0;3085;7.1;0;0
"2002-02-12";2;3045;10.6;0;0
"2002-02-13";8.7;3034;9.8;0;0
"2002-02-14";2.4;3042;2.8;0;0
"2002-02-15";0;3035;1.4;0;0
"2002-02-16";0;3026;2.2;0;0
"2002-02-17";0;3014;3.8;0;0
"2002-02-18";1;3006;2.7;0;0
"2002-02-19";6.4;2997;3.4;0;0
"2002-02-20";5;3009;3.9;0;0
"2002-02-21";13;3008;1.7;0;0
"2002-02-22";4.6;3002;-1.8;0;0
"2002-02-23";6;3097;5.4;0;0
"2002-02-24";3;3096;-0.2;0;0
"2002-02-25";9.2;3087;1.3;0;0
"2002-02-26";0;3189;6.2;0;0
"2002-02-27";5.9;3120;5.6;0;0
"2002-02-28";0.8;3100;4;0;0
"2002-03-01";0;3068;4.5;0;0
"2002-03-02";0.9;3051;3.1;0;0
"2002-03-03";0;3041;2.2;0;0
"2002-03-04";0;3031;-0.1;0;0
"2002-03-05";0;3021;1.3;0;0
"2002-03-06";0;3011;5.3;0;0
"2002-03-07";2.9;3001;9;0;0
"2002-03-08";0;2993;5.2;0;0
"2002-03-09";0;2991;3.7;0;0
"2002-03-10";0;2982;4.9;0;0
"2002-03-11";0;2979;3.6;0;0
"2002-03-12";0;2973;4.4;0;0
"2002-03-13";0;2969;5.4;0;0
"2002-03-14";0;2965;5.9;0;0
"2002-03-15";0;2961;6.3;0;0
"2002-03-16";0;2956;5.9;0;0
"2002-03-17";0;2951;6;0;0
"2002-03-18";0;2951;6.7;0;0
"2002-03-19";30;2955;5.3;0;0
"2002-03-20";58.1;3192;6.5;0;0
"2002-03-21";55.2;3680;7.7;0;0
"2002-03-22";18.5;3710;5.3;0;0
"2002-03-23";4.8;3481;0.7;0;0
"2002-03-24";2.4;3373;0.2;0;0
"2002-03-25";1.6;3317;0.3;0;0
"2002-03-26";0.2;3282;0.2;0;0
"2002-03-27";0;3254;0.8;0;0
"2002-03-28";0;3237;0.3;0;0
"2002-03-29";0;3226;3.2;0;0
"2002-03-30";0;3218;5.8;0;0
"2002-03-31";0;3205;6;0;0
"2002-04-01";0;3187;7.6;0;0
"2002-04-02";0;3175;9.2;0;0
"2002-04-03";0;3161;8.5;0;0
"2002-04-04";0;3151;5.6;0;0
"2002-04-05";0;3140;2.6;0;0
"2002-04-06";0;3125;1;0;0
"2002-04-07";0;3109;1.7;0;0
"2002-04-08";0;3105;3.2;0;0
"2002-04-09";0;3096;5.2;0;0
"2002-04-10";1;3089;3.4;0;0
"2002-04-11";0.7;3079;6.7;0;0
"2002-04-12";0;3080;8.1;0;0
"2002-04-13";0.2;3071;7;0;0
"2002-04-14";0;3062;6.8;0;0
"2002-04-15";0;3054;7.3;0;0
"2002-04-16";0;3045;6.9;0;0
"2002-04-17";0;3038;8.4;0;0
"2002-04-18";0.3;3036;8.8;0;0
"2002-04-19";3.8;3025;10.5;0;0
"2002-04-20";4.4;3023;6.8;0;0
"2002-04-21";0;3017;7.3;0;0
"2002-04-22";0.8;3010;10.8;0;0
"2002-04-23";12.2;3006;11.4;0;0
"2002-04-24";6.6;3031;10.5;0;0
"2002-04-25";3.6;3031;11.5;0;0
"2002-04-26";9.9;3017;13.4;0;0
"2002-04-27";1.6;3036;8.9;0;0
"2002-04-28";0;3026;10.2;0;0
"2002-04-29";12.4;3013;12.7;0;0
"2002-04-30";0;3019;10.7;0;0
"2002-05-01";0;3007;13.9;0;0
"2002-05-02";0;2996;15.5;0;0
"2002-05-03";0;2991;16.7;0;0
"2002-05-04";0;2984;16.8;0;0
"2002-05-05";0;2979;11.5;0;0
"2002-05-06";0;2972;12.9;0;0
"2002-05-07";0;2969;14.1;0;0
"2002-05-08";0;2965;15.9;0;0
"2002-05-09";0;2962;16.1;0;0
"2002-05-10";8.8;2971;14.1;0;0
"2002-05-11";0;2973;15.3;0;0
"2002-05-12";21.5;2960;15.8;0;0
"2002-05-13";0;2979;15.4;0;0
"2002-05-14";0;2965;14.5;0;0
"2002-05-15";0;2954;14;0;0
"2002-05-16";0;2949;14.7;0;0
"2002-05-17";0;2945;17.4;0;0
"2002-05-18";0;2941;18.6;0;0
"2002-05-19";0;2935;14.5;0;0
"2002-05-20";1.2;2933;13.9;0;0
"2002-05-21";0;2933;15.2;0;0
"2002-05-22";0;2935;17.2;0;0
"2002-05-23";0;2938;19;0;0
"2002-05-24";0.8;2930;15;0;0
"2002-05-25";4.5;2928;14.7;0;0
"2002-05-26";2.7;2924;10.7;0;0
"2002-05-27";0.5;2927;15.2;0;0
"2002-05-28";17.8;2927;10.6;0;0
"2002-05-29";0;2932;14.1;0;0
"2002-05-30";0;2919;15.2;0;0
"2002-05-31";0;2913;14.6;0;0
"2002-06-01";0;2910;15.5;0;0
"2002-06-02";0;2907;14.7;0;0
"2002-06-03";0;2907;14.5;0;0
"2002-06-04";0;2904;16.9;0;0
"2002-06-05";0;2901;19.9;0;0
"2002-06-06";7.2;2902;19.2;0;0
"2002-06-07";25.9;2924;13.4;0;0
"2002-06-08";0;2946;16.3;0;0
"2002-06-09";6.4;2922;15;0;0
"2002-06-10";4.2;2932;12.6;0;0
"2002-06-11";0;2920;14.5;0;0
"2002-06-12";0;2908;15.9;0;0
"2002-06-13";0;2903;19.3;0;0
"2002-06-14";0;2897;20.2;0;0
"2002-06-15";5;2892;21.7;0;0
"2002-06-16";10.1;2908;18.4;0;0
"2002-06-17";0;2900;21.1;0;0
"2002-06-18";0;2891;22.2;0;0
"2002-06-19";0;2888;24.3;0;0
"2002-06-20";0;2883;25.7;0;0
"2002-06-21";6.7;2881;23.5;0;0
"2002-06-22";0;2890;22.3;0;0
"2002-06-23";0;2879;24.8;0;0
"2002-06-24";8.5;2876;20.6;0;0
"2002-06-25";0;2880;18.3;0;0
"2002-06-26";0;2871;18;0;0
"2002-06-27";14.6;2867;19.9;0;0
"2002-06-28";5.2;2883;15.2;0;0
"2002-06-29";0.5;2870;13.9;0;0
"2002-06-30";0;2863;14.9;0;0
"2002-07-01";0;2858;18.6;0;0
"2002-07-02";0;2856;20.4;0;0
"2002-07-03";14.5;2854;22.5;0;0
"2002-07-04";1.6;2864;15.3;0;0
"2002-07-05";0;2855;16.3;0;0
"2002-07-06";7;2851;17.7;0;0
"2002-07-07";0;2852;18.1;0;0
"2002-07-08";0;2847;19.4;0;0
"2002-07-09";0;2844;22.8;0;0
"2002-07-10";0.3;2842;24.1;0;0
"2002-07-11";0.4;2837;18.5;0;0
"2002-07-12";0;2837;19.6;0;0
"2002-07-13";2.5;2836;21.4;0;0
"2002-07-14";9.4;2834;19.3;0;0
"2002-07-15";3.6;2838;20.1;0;0
"2002-07-16";5.5;2844;20.3;0;0
"2002-07-17";33.5;2842;17.9;0;0
"2002-07-18";1;2840;16.5;0;0
"2002-07-19";0;2834;16.5;0;0
"2002-07-20";0;2828;17.3;0;0
"2002-07-21";14.1;2831;18.5;0;0
"2002-07-22";0;2843;17.7;0;0
"2002-07-23";0;2838;17.4;0;0
"2002-07-24";6.9;2828;16.7;0;0
"2002-07-25";11.4;2834;15.2;0;0
"2002-07-26";2.1;2833;14.1;0;0
"2002-07-27";0;2824;16.7;0;0
"2002-07-28";0;2821;18.5;0;0
"2002-07-29";0;2819;20.4;0;0
"2002-07-30";0;2820;21.1;0;0
"2002-07-31";0;2822;19.7;0;0
"2002-08-01";7;2826;21.3;0;0
"2002-08-02";0;2826;19.2;0;0
"2002-08-03";1.8;2818;20.3;0;0
"2002-08-04";1.4;2816;19.1;0;0
"2002-08-05";1.9;2813;18.9;0;0
"2002-08-06";39;2813;17.7;0;0
"2002-08-07";0;3063;13.7;0;0
"2002-08-08";8.6;3451;14.2;0;0
"2002-08-09";3.9;3112;16.3;0;0
"2002-08-10";0;2998;17.3;0;0
"2002-08-11";40.7;2957;15;0;0
"2002-08-12";84;3481;13.1;0;0
"2002-08-13";1.4;3601;15.3;0;0
"2002-08-14";0.4;3290;17.5;0;0
"2002-08-15";0;3168;15.9;0;0
"2002-08-16";1.3;3106;18;0;0
"2002-08-17";0.5;3071;18.7;0;0
"2002-08-18";0;3042;17.5;0;0
"2002-08-19";0;3019;18.8;0;0
"2002-08-20";0;3003;18.8;0;0
"2002-08-21";5.1;2993;17.2;0;0
"2002-08-22";0;2984;16.8;0;0
"2002-08-23";0;2976;17.6;0;0
"2002-08-24";0;2962;18.7;0;0
"2002-08-25";0;2953;19.4;0;0
"2002-08-26";0;2945;19.4;0;0
"2002-08-27";0;2940;20.1;0;0
"2002-08-28";0;2934;19.5;0;0
"2002-08-29";0;2929;18.1;0;0
"2002-08-30";0;2922;18.6;0;0
"2002-08-31";2;2920;18.9;0;0
"2002-09-01";7.8;2914;17.4;0;0
"2002-09-02";0;2915;16.1;0;0
"2002-09-03";0;2909;16.9;0;0
"2002-09-04";0;2900;17.1;0;0
"2002-09-05";26;2898;16.2;0;0
"2002-09-06";0;2895;15.6;0;0
"2002-09-07";0;2890;15.1;0;0
"2002-09-08";0;2887;15.7;0;0
"2002-09-09";2;2883;16.4;0;0
"2002-09-10";0.6;2879;15.2;0;0
"2002-09-11";0;2875;15;0;0
"2002-09-12";0;2870;13.3;0;0
"2002-09-13";0;2867;9;0;0
"2002-09-14";7.5;2867;10.2;0;0
"2002-09-15";10.5;2880;10.8;0;0
"2002-09-16";0;2876;10.2;0;0
"2002-09-17";0;2867;10.4;0;0
"2002-09-18";0;2862;9.7;0;0
"2002-09-19";6.4;2862;11.7;0;0
"2002-09-20";5.7;2864;14.6;0;0
"2002-09-21";10;2863;13.1;0;0
"2002-09-22";0.4;2880;11.8;0;0
"2002-09-23";22.6;2878;9.3;0;0
"2002-09-24";6.8;2951;6.1;0;0
"2002-09-25";12;2936;4.9;0;0
"2002-09-26";16.8;2945;5.6;0;0
"2002-09-27";20;3115;7;0;0
"2002-09-28";0.8;3113;6.7;0;0
"2002-09-29";0;2994;5.9;0;0
"2002-09-30";0;2954;5.4;0;0
